,text,sentiment
19377,so i like no more friend it kinda sad,positive
19378,oh jordan ! ii ? m ready the next contest baby cani t wait kiss brazil i love you,negative
19379,congrat graduate college !,positive
19380,how you twitter ?,positive
19381,freak a bit cross my finger that thing will work ok,neutral
19382,big hug you,neutral
19383,watch show i miss the ellipital--- love my demand !,positive
19384,everyone the eastcoast ... the rain hate us let us just all fly to cali laugh loud,positive
19385,~congratulations daddy,negative
19386,why i even bother anymore ? everyone makin me feel like i a waste space,positive
19387,and happy mother day all you mom out there i hope you a good day,negative
19388,the house home alone play guitar some guitar hero loud,positive
19389,enjoy and explore my n96 phone grr it awesome but i want the samsung omnia,neutral
19390,today i work my quirky q cue or maybe it will become a concerto,positive
19391,laugh My joey mine i ca nt wait to meet them july !,neutral
19392,congrat ... so proud you girl,positive
19393,the i save not buy a couch go pay my visit er uti,positive
19394,i a farmer sunburn ! ahh,positive
19395,i nt think my twitpic work,negative
19396,mm now you speak my language ! unfortunately militant diet mode seriously think competiton so no tb i guess,negative
19397,haha ! just overheard the us yrold mom mom i think i should learn to read today,negative
19398,eom still work,neutral
19399,coraline scary yesterday not puke luckily ahaa week & day till i baby,neutral
19400,liam peed the potty !,neutral
19401,what world i just chillin bout to go this money ! but this economy no money easy money anymore,negative
19402,hang ambyr,neutral
19403,so it friday ... i to keep remind myself since every day seem the same,neutral
19404,alright ... you miss crazy party last night,neutral
19405,why people stop follow me it something i say ?,negative
19406,mornin,neutral
19407,but i not complain,neutral
19408,nope difference omr c class anyone notice the flight number wy`s flight lhr ? wy-911,neutral
19409,how i make some more and bring You sum ?,neutral
19410,live live or leak live ? if it live properly i may just role outta bed and download it,neutral
19411,happy mother`s day ! send msg mom and get her phone call i wish day we can live the same city so i can take care her,neutral
19412,see it yesterday pretty good,positive
19413,z i ca nt even think anything that smell like alochol laugh Loud,positive
19414,that`s what up hah i great thank just wait all the craziness to take,neutral
19415,i traffic the and i still not see the sun,positive
19416,princecharming,neutral
19417,homework borriing,neutral
19418,i nt his tweet,negative
19419,i kick it though feel a little sickEMOTION_SAD alternate talk friend gaming watch the playoff and write an application,neutral
19420,environmental project,negative
19421,picture to burn taylor swift ! great song,neutral
19422,so bored ... miss everybody already,positive
19423,i know it not go to there but i check eztv the office torrent ...,negative
19424,go to miss see everyone all the time,neutral
19425,hahahahhahaha it true ! and i could really stretch and stuff shame rem`s dog get mad when i try to put him avi`s face,negative
19426,someone help you the makeup ... you got to go look fine and another shot,negative
19427,its cool i glad everyone a nice date night maybe day ill too,neutral
19428,hmv open half an our ... better go ready,positive
19429,ugh ! tis so warm outside too unfair i want to go read and pack,neutral
19430,i would rather beatweetup instead i take my cue and shut reprezent zent !,negative
19431,play the haven tonight cassandra wilcox patrick bell ben bloss & bucket nail ! door pm +,neutral
19432,day nothing to,neutral
19433,awh that s not good get well soon !,neutral
19434,thank they`re both so cute nt home many year so nt see them person,negative
19435,noo ! not the receipt not break my heart,positive
19436,a relief ! i feel better know it hereditary fun,negative
19437,justin so warm ! it make me worry when they a high fever and i go sleep,positive
19438,poolside bowl toniht maybe ? back work tomorrow,negative
19439,good morning camper ! and happy mother`s day,neutral
19440,goodness i hear it i lovelovelove her old stuff though the overture the underscore the good album i think,positive
19441,alas the good i can offer a small pony and a rowing boat,positive
19442,it just suck that i stick an office but i you selfridge to look forward too,negative
19443,happy mother`s day everyone,negative
19444,even though it only am saturday morning it feel like the weekend already over the Way i awake because i a bad dream,positive
19445,omg this one ? yess love this danny song,negative
19446,omg so exctie,positive
19447,i hope you a nice sleep,positive
19448,great thank hun i thr family thing this wknd too ! week today we hit the usa ca nt wait,positive
19449,oh you crazy kid and your stress try eff not eff follow acceptance work wonder the rest the world,positive
19450,good luck tonight the big finale show !,neutral
19451,love the cairns clan,positive
19452,meditate my plan the weekend ... get to work saturday,positive
19453,it`s not good our director say we could go home and the other say back work boo ! it good while it last,neutral
19454,go to fold laundry and then hit the sack i bore saturday evening,neutral
19455,research guilt as i spend the day feel sorry myself a cold will need to spend significant time code this weekend,negative
19456,dread the weekly grocery shopping,negative
19457,i speak too soon still a nice evening but lot broken cloud come in the south,negative
19458,thank you i would share my sundae you but it really late and crane say we should not tell people where we,neutral
19459,pug just wake me an incredible sleep !,positive
19460,thank wish me luck a couple week ago get a high choir but i not make it,negative
19461,its beautiful outside i wish i new york city but this area pretty cool hip and trendy,neutral
19462,hopefully it not go that far sometimes i feel like renounce my root,positive
19463,polaroid film today ? ! i hope so green tea yum i get a my appearance my job interview too much cleavage,positive
19464,watch little bear,neutral
19465,right caffeine level top few more hour revision then f1 time mon the jenson,neutral
19466,a neat mother day nothing flash just some chillin time my girl,neutral
19467,take a moment to reflect ... i want my annonymity fb ! it safe to say anything someone else another friend again ?,positive
19468,hmm ... it a miracle you use twitter and it fun so tweet !,positive
19469,shelaa,positive
19470,though i to admit that seem less & less tempting who time when there more complete package to have ?,neutral
19471,say ha ha funny,neutral
19472,not sure if this good or bad news you but you list as staff,positive
19473,it drain my energy,neutral
19474,if you as lovesick as i give me a call we should go bowling and complain love,negative
19475,yeah that truee i can not wait till the tour dvd come that tour so epic EMOTION_SMILE and the backstage material hilarious,negative
19476,try to straighten my hair but it too eff hot in here also i need food,positive
19477,ricardo road movie indies rule,negative
19478,no offense take ! just my many controversial view i guess,neutral
19479,why so many ppl mile ashy elbow ?,neutral
